obs.ID,trip.ID,date,name,milkweed.ID,milkweed.status,percent.green,stage.length,leaf.damage,umbel.count,pod.count,stem.count,len.1,len.2,len.3,len.4,len.5,len.6,len.7,len.8,len.9,len.10,dia.1,dia.2,dia.3,dia.4,dia.5,dia.6,dia.7,dia.8,dia.9,dia.10,notes,,,,,,,,,,,
80,8,4/27/2015,Kelly Goedde-Matthews,208,ALIVE,80,none,0,0,0,3,1.2,2.8,2.7,,,,,,,,2,2.5,2.2,,,,,,,,,,,,,,,,,,,
81,8,4/27/2015,Kelly Goedde-Matthews,209,DEAD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,8,4/27/2015,Kelly Goedde-Matthews,210,ALIVE,100,none,2,0,0,2,25.3,21,,,,,,,,,2.1,1.9,,,,,,,,,SMMB (6),,,,,,,,,,,
83,8,4/27/2015,Kelly Goedde-Matthews,211,DEAD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,8,4/27/2015,Kelly Goedde-Matthews,212,ALIVE,100,none,0,0,0,1,16.5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
85,10,4/29/2015,Kelly Strickland,212,ALIVE,99,none,0,0,0,2,20,5,,,,,,,,,2.2,1.3,,,,,,,,,,,,,,,,,,,,
86,10,4/29/2015,Kelly Strickland,213,ALIVE,99,none,0,0,0,1,55,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,
87,10,4/29/2015,Kelly Strickland,214,ALIVE,60,none,0,0,0,2,7,10,,,,,,,,,2.1,2.3,,,,,,,,,,,,,,,,,,,,
88,10,4/29/2015,Kelly Strickland,215,ALIVE,70,none,0,0,0,2,24,25,,,,,,,,,2.9,1.8,,,,,,,,,,,,,,,,,,,,
89,10,4/29/2015,Kelly Strickland,216,ALIVE,100,none,0,0,0,1,15,,,,,,,,,,1.8,,,,,,,,,,wasp nest,,,,,,,,,,,
90,10,4/29/2015,Kelly Strickland,217,ALIVE,85,none,0,2,0,2,66,59,,,,,,,,,10.4,4.3,,,,,,,,,"wasps,jumping spider",,,,,,,,,,,
91,10,4/29/2015,Kelly Strickland,218,ALIVE,100,none,0,0,0,3,63,50,60,,,,,,,,5.2,6.5,4.2,,,,,,,,,,,,,,,,,,,
92,10,4/29/2015,Kelly Strickland,219,DEAD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,10,4/29/2015,Kelly Strickland,220,ALIVE,100,none,5,0,0,1,22,,,,,,,,,,4.6,,,,,,,,,,SMMB(1),,,,,,,,,,,
94,10,4/29/2015,Kelly Strickland,221,ALIVE,100,none,0,0,0,2,10.5,11,,,,,,,,,1.8,2.2,,,,,,,,,,,,,,,,,,,,
95,10,4/29/2015,Kelly Strickland,222,ALIVE,98,none,0,2,0,3,36,40,34,,,,,,,,3.4,3,3.1,,,,,,,,"SMB(2),unknown bug (picture taken)",,,,,,,,,,,
96,10,4/29/2015,Kelly Strickland,223,ALIVE,100,none,0,0,0,1,7.5,,,,,,,,,,1.9,,,,,,,,,,wasp nets,,,,,,,,,,,
97,10,4/29/2015,Kelly Strickland,224,DEAD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,10,4/29/2015,Kelly Strickland,225,ALIVE,92,none,1,1,0,2,36,38,,,,,,,,,3.7,2.2,,,,,,,,,,,,,,,,,,,,
99,10,4/29/2015,Kelly Strickland,226,ALIVE,100,none,0,3,0,3,54,52,55,,,,,,,,6,4.4,5.6,,,,,,,,SMMB(1),,,,,,,,,,,
100,10,4/29/2015,Kelly Strickland,227,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,10,4/29/2015,Kelly Strickland,228,ALIVE,50,none,0,0,0,1,34,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,
102,10,4/29/2015,Kelly Strickland,229,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,10,4/29/2015,Kelly Strickland,230,ALIVE,85,none,0,0,0,2,10,8,,,,,,,,,1,1.7,,,,,,,,,,,,,,,,,,,,
104,10,4/29/2015,Kelly Strickland,231,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,10,4/29/2015,Kelly Strickland,232,ALIVE,100,none,0,0,0,1,6,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,
106,10,4/29/2015,Kelly Strickland,233,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,10,4/29/2015,Kelly Strickland,234,ALIVE,45,none,0,0,0,2,36,25,,,,,,,,,1.7,2.3,,,,,,,,,JUSP,,,,,,,,,,,
108,10,4/29/2015,Kelly Strickland,235,ALIVE,80,none,0,0,0,2,48,37,,,,,,,,,2.8,3.1,,,,,,,,,,,,,,,,,,,,
109,9,4/29/2015,Kenya Oto,339,ALIVE,100,none,4,0,2,2,12,6,,,,,,,,,2.2,1.5,,,,,,,,,,,,,,,,,,,,
110,9,4/29/2015,Kenya Oto,340,ALIVE,90,L1-4.1,1,9,11,11,37,67,68,12,23,51,56,72,54,70,2.2,4.9,4.9,1.8,1.7,2.9,3.6,5.3,3.9,5.6,"L1 within unbel,hatched egg ",,,,,,,,,,,
111,9,4/29/2015,Kenya Oto,341,ALIVE,100,none,3,7,9,9,18,35,43,51,60,61,61,64,70,,2.2,5.6,4.7,6.1,4.6,5.3,5.5,5.8,6.9,,"Big Earwig,baby praying mantis",,,,,,,,,,,
112,9,4/29/2015,Kenya Oto,342,ALIVE,100,E,0,3,6,6,74,15,16,67,5,57,,,,,5.3,1.6,2.9,5.8,1.2,5.8,,,,,,,,,,,,,,,,
113,9,4/29/2015,Kenya Oto,343,ALIVE,99,none,0,0,6,6,58,49,14,8,6,8,,,,,3.9,3.5,1.8,1.9,1.1,2.3,,,,,"Broken Stake(cover),cover chewed up",,,,,,,,,,,
114,9,4/29/2015,Kenya Oto,344,ALIVE,90,none,0,0,2,2,10,8,,,,,,,,,1.2,1.8,,,,,,,,,"wasp nest,ANTS,spider web",,,,,,,,,,,
115,9,4/29/2015,Kenya Oto,345,ALIVE,100,none,1,0,1,1,25,,,,,,,,,,1.8,,,,,,,,,,Lots of lady bugs,,,,,,,,,,,
116,9,4/29/2015,Kenya Oto,346,ALIVE,90,none,0,0,2,2,8,7,,,,,,,,,1.6,1.6,,,,,,,,,,,,,,,,,,,,
117,9,4/29/2015,Kenya Oto,347,ALIVE,99,none,0,0,1,1,26,14,,,,,,,,,1.5,0.9,,,,,,,,,"Wasp nest,stink bug",,,,,,,,,,,
118,9,4/29/2015,Kenya Oto,348,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plant Missing,Wasp nest",,,,,,,,,,,
119,9,4/29/2015,Kenya Oto,349,ALIVE,100,none,1,0,2,2,21,7,,,,,,,,,2.8,1.4,,,,,,,,,"Two Plants,Ground beetle",,,,,,,,,,,
120,9,4/29/2015,Kenya Oto,350,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant Missing,,,,,,,,,,,
121,9,4/29/2015,Arden Ambrose-Winters,351,ALIVE,90,none,1,1,0,12,37,53,52,37,36,51,67,52,28,60,2.2,5.6,5.5,4.5,4.8,3.4,5.6,3.8,2.8,4.5,"earwigs,a mite",,,,,,,,,,,
122,9,4/29/2015,Arden Ambrose-Winters,352,ALIVE,100,none,0,0,0,2,37,6,,,,,,,,,3.1,1.2,,,,,,,,,,,,,,,,,,,,
123,9,4/29/2015,Arden Ambrose-Winters,353,ALIVE,99,none,0,0,0,7,62,34,44,17,36,13,,,,,4.2,3,6,3.5,1,1.9,1.9,,,,OLAPs,,,,,,,,,,,
124,9,4/29/2015,Arden Ambrose-Winters,354,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,9,4/29/2015,Arden Ambrose-Winters,355,ALIVE,100,none,1,0,0,5,8,19,19,9,12,,,,,,2.1,4.2,4.8,2.7,2.5,,,,,,"Many OLAP,SMMB,lady bug,earwig,caterpillar(?)",,,,,,,,,,,
126,9,4/29/2015,Arden Ambrose-Winters,356,ALIVE,95,none,0,0,0,9,13,14,16,7,10,12,7,13,18,,1.8,1.7,1.6,1.2,1.5,1.7,1,1.8,2.2,,Broken cover stake,,,,,,,,,,,
127,9,4/29/2015,Arden Ambrose-Winters,357,ALIVE,100,none,5,3,0,9,7,23,10,28,32,29,18,22,6,,1.7,3.4,2.1,4.2,4.4,3.9,3.3,2.6,1.5,,missing cover and tag,,,,,,,,,,,
128,12,4/30/2015,Kelly Goedde-Matthews,236,ALIVE,100,none,0,1,0,1,56,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,
129,12,4/30/2015,Kelly Goedde-Matthews,237,ALIVE,100,none,0,0,0,2,1.5,16,,,,,,,,,2.3,2.1,,,,,,,,,,,,,,,,,,,,
130,12,4/30/2015,Kelly Goedde-Matthews,238,DEAD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,12,4/30/2015,Kelly Goedde-Matthews,239,ALIVE,100,none,1,1,0,3,60,53.5,14,,,,,,,,8.2,5.3,2.9,,,,,,,,SMMB(1) and jumping spider (1),,,,,,,,,,,
132,12,4/30/2015,Kelly Goedde-Matthews,240,ALIVE,100,none,55,0,0,1,39.5,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,
133,12,4/30/2015,Kelly Goedde-Matthews,241,ALIVE,95,none,0,1,0,3,44,44.4,47,,,,,,,,3.1,2.8,2.9,,,,,,,,wasp (2),,,,,,,,,,,
134,12,4/30/2015,Kelly Goedde-Matthews,242,ALIVE,100,none,0,0,0,2,,,,,,,,,,,1.8,2.4,,,,,,,,,,,,,,,,,,,,
135,12,4/30/2015,Kelly Goedde-Matthews,243,ALIVE,100,none,0,1,0,3,39,40,33,,,,,,,,3.8,3.6,3.6,,,,,,,,,,,,,,,,,,,
136,12,4/30/2015,Kelly Goedde-Matthews,244,ALIVE,95,L2-7.5,0,4,0,1,54,,,,,,,,,,6.8,,,,,,,,,,SMMB(1),,,,,,,,,,,
137,12,4/30/2015,Kelly Strickland,245,ALIVE,80,none,0,2,0,1,45,,,,,,,,,,9.2,,,,,,,,,,wasp,,,,,,,,,,,
138,12,4/30/2015,Kelly Strickland,246,ALIVE,100,none,1,3,0,3,82,74,76,,,,,,,,6.6,5.3,3.5,,,,,,,,earwig (5) SMMB(1) wasps,,,,,,,,,,,
139,12,4/30/2015,Kelly Strickland,247,ALIVE,99,none,0,3,0,4,60,53,52,54,,,,,,,3.5,3.6,3.6,3.3,,,,,,,"earwig,jumping spider",,,,,,,,,,,
140,12,4/30/2015,Kelly Strickland,248,ALIVE,98,none,0,0,0,2,32,29,,,,,,,,,2.5,2.2,,,,,,,,,"SMMB(2), AD(1)",,,,,,,,,,,
141,12,4/30/2015,Kelly Strickland,249,ALIVE,100,none,0,1,0,2,71,80,,,,,,,,,5.4,4.5,,,,,,,,,jumping spider,,,,,,,,,,,
142,12,4/30/2015,Kelly Strickland,250,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,12,4/30/2015,Kelly Strickland,251,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,11,4/30/2015,Arden Ambrose-Winters,305,ALIVE,95,none,0,0,0,2,19,44,,,,,,,,,1.4,3.1,,,,,,,,,,,,,,,,,,,,
145,11,4/30/2015,Arden Ambrose-Winters,306,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,small wilted leaves near number on tube,,,,,,,,,,,
146,11,4/30/2015,Arden Ambrose-Winters,307,ALIVE,100,none,0,0,0,2,24,36,,,,,,,,,2.4,1.4,,,,,,,,,,,,,,,,,,,,
147,11,4/30/2015,Arden Ambrose-Winters,308,ALIVE,100,none,0,0,0,2,6,19,,,,,,,,,1.4,3.4,,,,,,,,,,,,,,,,,,,,
148,11,4/30/2015,Arden Ambrose-Winters,309,ALIVE,100,none,0,0,0,5,8,9,34,16,10,,,,,,1.2,1.3,2.2,3.8,2.2,,,,,,Lady Bug,,,,,,,,,,,
149,11,4/30/2015,Arden Ambrose-Winters,310,ALIVE,100,none,0,0,0,1,10,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,
150,11,4/30/2015,Arden Ambrose-Winters,311,ALIVE,99,none,0,0,0,1,11,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,
151,11,4/30/2015,Arden Ambrose-Winters,312,ALIVE,100,none,0,0,0,1,46,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,
152,11,4/30/2015,Arden Ambrose-Winters,313,ALIVE,99,none,0,0,0,3,16,14,20,,,,,,,,2.1,2,2.3,,,,,,,,Cover chewed off,,,,,,,,,,,
153,11,4/30/2015,Kenya Oto,314,ALIVE,100,"L2-7,L4-16,L2-8,L2-7",10,2,0,2,46,67,,,,,,,,,5,5.8,,,,,,,,,Hatched Eggs,,,,,,,,,,,
154,11,4/30/2015,Kenya Oto,315,ALIVE,95,none,0,0,0,2,25,35,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,
155,11,4/30/2015,Kenya Oto,316,ALIVE,100,none,0,0,0,1,13,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,
156,11,4/30/2015,Kenya Oto,317,ALIVE,90,none,0,0,0,1,41,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,
157,11,4/30/2015,Kenya Oto,318,ALIVE,100,none,0,0,0,1,21,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,
158,11,4/30/2015,Kenya Oto,319,ALIVE,100,none,1,2,0,2,59,26,,,,,,,,,6.1,4.6,,,,,,,,,,,,,,,,,,,,
